year,applicant_id,grade_id,program_id,ranking,quota_id,priority_profile,lottery_number
2025,28234439,2,2,1,1,465,0.988373429981
2025,27934601,2,2,1,1,460,0.000000000978000014306701
2025,28169131,2,2,1,1,460,0.000000000978999992184981
2025,28136591,2,2,1,1,451,0.000000000973000013893
2025,28357859,2,2,1,1,451,0.000000000973999991771279
2025,28246104,2,2,1,1,451,0.000000000974999969649559
2025,28272687,2,2,1,1,451,0.000000000975999947527839
2025,41573099,2,2,1,1,451,0.000000000976999925406119
2025,28337624,2,2,1,1,28,0.000000000970999947114137
2025,28252154,2,2,1,1,28,0.000000000971999924992417
2025,28359349,2,2,1,1,19,0.000000000969999969235857
2025,28278354,2,2,1,1,12,0.985402054969
2025,28387243,2,2,1,1,10,0.000000000966999924578715
2025,28154441,2,2,1,1,10,0.000000000968000013479298
2025,27975813,3,3,1,1,5518,0.000000000998999993839789
2025,27956610,3,3,1,1,3815,0.991961512998
2025,28001170,3,3,1,1,2193,0.988186978997
2025,27990919,3,3,1,1,2186,0.996785969996
2025,28080393,3,3,1,1,575,0.997321477995
2025,27953129,3,3,1,1,494,0.997120083994
2025,27978101,3,3,1,1,493,0.989485424993
2025,27978746,3,3,1,1,487,0.000000000991999926647225
2025,27843349,3,3,1,1,485,0.990758251982
2025,27861500,3,3,1,1,485,0.992018495983
2025,27979354,3,3,1,1,485,0.992854654984
2025,27781705,3,3,1,1,485,0.993251403985
2025,28104794,3,3,1,1,485,0.993618934986
2025,28037340,3,3,1,1,485,0.994388552987
2025,27922827,3,3,1,1,485,0.995441243988
2025,27965570,3,3,1,1,485,0.995883136989
2025,28045260,3,3,1,1,485,0.99700337599
2025,27936715,3,3,1,1,485,0.998978227991
2025,27776973,3,3,1,1,484,0.989802745981
2025,27978340,3,3,1,1,483,0.98868279398
2025,28082962,3,3,1,1,478,0.000000000978000014306701
2025,100777982,3,3,1,1,478,0.000000000978999992184981
2025,28086808,3,3,1,1,476,0.993800663972
2025,27870846,3,3,1,1,476,0.993885948973
2025,28104194,3,3,1,1,476,0.995573073974
2025,27980335,3,3,1,1,476,0.998530696975
2025,27876640,3,3,1,1,476,0.998943243976
2025,28048991,3,3,1,1,476,0.998991841977
2025,27950033,3,3,1,1,475,0.989227128968
2025,27971508,3,3,1,1,475,0.990045494969
2025,27902856,3,3,1,1,475,0.99024944997
2025,28077624,3,3,1,1,475,0.990457179971
2025,28061682,3,3,1,1,467,0.990669648953
2025,27986138,3,3,1,1,467,0.992306161954
2025,27895670,3,3,1,1,467,0.992551063955
2025,27975532,3,3,1,1,467,0.994517923956
2025,28049402,3,3,1,1,467,0.994592275957
2025,27817141,3,3,1,1,467,0.994690287958
2025,28046119,3,3,1,1,467,0.994833270959
2025,28005198,3,3,1,1,467,0.99556158596
2025,27965591,3,3,1,1,467,0.995750831961
2025,27765955,3,3,1,1,467,0.996114012962
2025,27994612,3,3,1,1,467,0.996129673963
2025,27845886,3,3,1,1,467,0.996328388964
2025,28000516,3,3,1,1,467,0.997749307965
2025,27980268,3,3,1,1,467,0.998002246966
2025,28105425,3,3,1,1,467,0.998563144967
2025,27974426,3,3,1,1,466,0.989925541951
2025,27875324,3,3,1,1,466,0.990109505952
2025,100222833,3,3,1,1,460,0.000000000946999922923908
2025,100745212,3,3,1,1,460,0.00000000094800001182449
2025,27979273,3,3,1,1,460,0.00000000094899998970277
2025,28033811,3,3,1,1,460,0.00000000094999996758105
2025,27932721,3,3,1,1,458,0.997047575943
2025,27983330,3,3,1,1,458,0.998866379944
2025,28024972,3,3,1,1,458,0.999999998945
2025,27803210,3,3,1,1,458,0.999999998946
2025,100784632,3,3,1,1,451,0.000000000940999944631926
2025,27976127,3,3,1,1,451,0.000000000941999922510206
2025,28107967,3,3,1,1,312,0.98872035994
2025,27912553,3,3,1,1,46,0.000000000938999988875366
2025,27978256,3,3,1,1,32,0.987092704938
2025,27880475,3,3,1,1,31,0.985917318937
2025,28051308,3,3,1,1,28,0.000000000934999966339944
2025,27773251,3,3,1,1,28,0.000000000935999944218224
2025,27912350,3,3,1,1,14,0.986850858932
2025,27943468,3,3,1,1,14,0.987154262933
2025,28005104,3,3,1,1,14,0.987771391934
2025,28074215,3,3,1,1,12,0.984788018931
2025,28034830,3,3,1,1,10,0.000000000928999988047963
2025,28009456,3,3,1,1,10,0.000000000929999965926243
2025,28066997,3,3,1,1,3,0.985402054928
2025,27621856,4,4,1,1,3718,0.000000000998999993839789
2025,27681579,4,4,1,1,494,0.995136068997
2025,28427473,4,4,1,1,494,0.996154016998
2025,27750410,4,4,1,1,493,0.990028829995
2025,27750391,4,4,1,1,493,0.990028829996
2025,100763275,4,4,1,1,487,0.000000000993999993426087
2025,27692145,4,4,1,1,485,0.991920291992
2025,27700231,4,4,1,1,485,0.999999998993
2025,100783036,4,4,1,1,478,0.000000000989999970890665
2025,27571066,4,4,1,1,478,0.000000000990999948768945
2025,27714718,4,4,1,1,476,0.990496048988
2025,27508721,4,4,1,1,476,0.992192353989
2025,27738562,4,4,1,1,475,0.990457179987
2025,100663627,4,4,1,1,469,0.000000000985999948355243
2025,27642886,4,4,1,1,467,0.990834421983
2025,27648882,4,4,1,1,467,0.996189449984
2025,27650054,4,4,1,1,467,0.997524534985
2025,27630130,4,4,1,1,466,0.989542609982
2025,100783434,4,4,1,1,460,0.000000000978000014306701
2025,27602538,4,4,1,1,460,0.000000000978999992184981
2025,28441452,4,4,1,1,460,0.000000000979999970063261
2025,28363830,4,4,1,1,460,0.000000000980999947941541
2025,27719127,4,4,1,1,451,0.000000000975999947527839
2025,100221967,4,4,1,1,451,0.000000000976999925406119
2025,27695475,4,4,1,1,98,0.994600792975
2025,27751209,4,4,1,1,28,0.000000000973000013893
2025,27722363,4,4,1,1,28,0.000000000973999991771279
2025,27684004,4,4,1,1,23,0.987470497972
2025,27595651,4,4,1,1,19,0.000000000970999947114137
2025,27683972,4,4,1,1,14,0.98668546197
2025,28396746,1,5,1,1,2170,0.000000000998999993839789
2025,28476760,1,5,1,1,2092,0.986355028998
2025,28520532,1,5,1,1,476,0.999999998997
2025,28418773,1,5,1,1,467,0.990619492996
2025,28469849,1,5,1,1,460,0.000000000994999971304367
2025,28428790,1,5,1,1,458,0.994902768994
2025,28383344,1,5,1,1,451,0.000000000990999948768945
2025,28375131,1,5,1,1,451,0.000000000991999926647225
2025,28400289,1,5,1,1,451,0.000000000993000015547807
2025,28424348,1,5,1,1,28,0.000000000989999970890665
2025,28512871,1,5,1,1,19,0.000000000988000015134105
2025,28447798,1,5,1,1,19,0.000000000988999993012385
2025,28522806,1,5,1,1,10,0.000000000985999948355243
2025,28397975,1,5,1,1,10,0.000000000986999926233523
2025,28349153,2,6,1,1,2089,0.000000000998999993839789
2025,28309755,2,6,1,1,494,0.998161875998
2025,28166493,2,6,1,1,485,0.997645573996
2025,28379434,2,6,1,1,485,0.998408187997
2025,28306459,2,6,1,1,476,0.990728510992
2025,28372146,2,6,1,1,476,0.992109524993
2025,28316148,2,6,1,1,476,0.992171196994
2025,28176000,2,6,1,1,476,0.996101062995
2025,28240606,2,6,1,1,467,0.991655813988
2025,28135470,2,6,1,1,467,0.992018495989
2025,28153128,2,6,1,1,467,0.99288299599
2025,28213050,2,6,1,1,467,0.997306031991
2025,100781621,2,6,1,1,460,0.000000000984999970476963
2025,100783825,2,6,1,1,460,0.000000000985999948355243
2025,28362860,2,6,1,1,460,0.000000000986999926233523
2025,28116510,2,6,1,1,458,0.994661391983
2025,28298914,2,6,1,1,458,0.997626883984
2025,28212333,2,6,1,1,457,0.989221015982
2025,28177088,2,6,1,1,451,0.000000000978000014306701
2025,28327169,2,6,1,1,451,0.000000000978999992184981
2025,28392584,2,6,1,1,451,0.000000000979999970063261
2025,100785155,2,6,1,1,451,0.000000000980999947941541
2025,28238577,2,6,1,1,46,0.000000000976999925406119
2025,28238990,2,6,1,1,22,0.986676824976
2025,28150377,2,6,1,1,19,0.000000000974999969649559
2025,28246431,2,6,1,1,10,0.000000000973999991771279
2025,28282306,2,6,1,1,1,0.000000000973000013893
2025,28041754,3,7,1,1,568,0.000000000998000015961509
2025,27991170,3,7,1,1,568,0.000000000998999993839789
2025,27996937,3,7,1,1,566,0.999999998997
2025,27760303,3,7,1,1,487,0.000000000995999949182647
2025,27878876,3,7,1,1,485,0.999999998995
2025,27938225,3,7,1,1,484,0.990457179994
2025,27822225,3,7,1,1,476,0.992070510986
2025,28116029,3,7,1,1,476,0.994647064987
2025,27965562,3,7,1,1,476,0.996410213988
2025,27880607,3,7,1,1,476,0.996572710989
2025,27895607,3,7,1,1,476,0.99728567299
2025,27852845,3,7,1,1,476,0.998342065991
2025,27845709,3,7,1,1,476,0.998430163992
2025,27876806,3,7,1,1,476,0.998858249993
2025,27892673,3,7,1,1,475,0.989281400985
2025,100783010,3,7,1,1,469,0.000000000981999925819821
2025,100226836,3,7,1,1,469,0.000000000983000014720403
2025,100755428,3,7,1,1,469,0.000000000983999992598683
2025,27982909,3,7,1,1,467,0.991701843974
2025,27906056,3,7,1,1,467,0.991705496975
2025,28004274,3,7,1,1,467,0.994023398976
2025,27761444,3,7,1,1,467,0.996158130977
2025,27952971,3,7,1,1,467,0.996539584978
2025,28094121,3,7,1,1,467,0.996546618979
2025,27842609,3,7,1,1,467,0.99688709598
2025,28083660,3,7,1,1,467,0.997131259981
2025,27962654,3,7,1,1,466,0.989187539973
2025,100766851,3,7,1,1,460,0.000000000968999991357578
2025,100224774,3,7,1,1,460,0.000000000969999969235857
2025,41666330,3,7,1,1,460,0.000000000970999947114137
2025,27896879,3,7,1,1,460,0.000000000971999924992417
2025,27860024,3,7,1,1,458,0.994902768967
2025,28090429,3,7,1,1,458,0.998084472968
2025,100779905,3,7,1,1,451,0.000000000963999990943876
2025,100226050,3,7,1,1,451,0.000000000964999968822156
2025,27843481,3,7,1,1,451,0.000000000965999946700435
2025,27810793,3,7,1,1,32,0.987780630963
2025,28056657,3,7,1,1,28,0.000000000960999946286734
2025,27896349,3,7,1,1,28,0.000000000961999924165013
2025,27762989,3,7,1,1,23,0.98679274996
2025,28040615,3,7,1,1,21,0.985402054959
2025,27783530,3,7,1,1,13,0.986676824958
2025,28066056,3,7,1,1,10,0.000000000953000012238192
2025,27967267,3,7,1,1,10,0.000000000953999990116472
2025,28085473,3,7,1,1,10,0.000000000954999967994752
2025,27921506,3,7,1,1,10,0.000000000955999945873032
2025,27990385,3,7,1,1,10,0.000000000956999923751312
2025,27999924,3,7,1,1,3,0.985402054952
2025,100702724,4,8,1,1,478,0.000000000998000015961509
2025,28068167,4,8,1,1,478,0.000000000998999993839789
2025,27603699,4,8,1,1,476,0.991967084996
2025,27700613,4,8,1,1,476,0.997688588997
2025,27525296,4,8,1,1,475,0.989795621995
2025,27686731,4,8,1,1,467,0.993403475991
2025,27675328,4,8,1,1,467,0.994983280992
2025,27699805,4,8,1,1,467,0.996719457993
2025,27736634,4,8,1,1,467,0.997683105994
2025,100766005,4,8,1,1,460,0.000000000988999993012385
2025,100741669,4,8,1,1,460,0.000000000989999970890665
2025,27536755,4,8,1,1,458,0.993223623988
2025,27613220,4,8,1,1,457,0.989096250987
2025,100787677,4,8,1,1,451,0.000000000983000014720403
2025,100691341,4,8,1,1,451,0.000000000983999992598683
2025,100785153,4,8,1,1,451,0.000000000984999970476963
2025,100781887,4,8,1,1,451,0.000000000985999948355243
2025,27549620,4,8,1,1,28,0.000000000981999925819821
2025,27557162,4,8,1,1,10,0.000000000980999947941541
2025,28418283,1,9,1,1,2177,0.997166538999
2025,28412477,1,9,1,1,2080,0.000000000998000015961509
2025,28408470,1,9,1,1,2071,0.000000000996999927060926
2025,28454597,1,9,1,1,494,0.999999998996
2025,28478120,1,9,1,1,460,0.000000000994999971304367
2025,28516826,1,9,1,1,28,0.000000000993999993426087
2025,28546276,1,9,1,1,23,0.987006576993
2025,28423715,1,9,1,1,19,0.000000000991999926647225
2025,28406092,1,9,1,1,14,0.987737598991
2025,27602131,1,9,1,1,12,0.98540205499
2025,28438254,1,9,1,1,10,0.000000000988999993012385
2025,28351197,2,10,1,1,2089,0.000000000998999993839789
2025,28352303,2,10,1,1,559,0.000000000998000015961509
2025,28381554,2,10,1,1,485,0.993875513996
2025,28252989,2,10,1,1,485,0.994597232997
2025,28237350,2,10,1,1,483,0.988742333995
2025,28366539,2,10,1,1,476,0.993414889988
2025,28363486,2,10,1,1,476,0.993449388989
2025,28195385,2,10,1,1,476,0.99582030899
2025,28165443,2,10,1,1,476,0.996284865991
2025,28115658,2,10,1,1,476,0.998065402992
2025,28352992,2,10,1,1,476,0.999999998993
2025,28230648,2,10,1,1,476,0.999999998994
2025,28230625,2,10,1,1,474,0.988770921987
2025,100783253,2,10,1,1,469,0.000000000985999948355243
2025,28394378,2,10,1,1,467,0.993391382983
2025,28147296,2,10,1,1,467,0.998882614984
2025,28337186,2,10,1,1,467,0.999999998985
2025,28112544,2,10,1,1,466,0.989407352982
2025,100783052,2,10,1,1,460,0.000000000979999970063261
2025,28145083,2,10,1,1,460,0.000000000980999947941541
2025,28270168,2,10,1,1,451,0.000000000978999992184981
2025,28311699,2,10,1,1,296,0.992537264978
2025,28164071,2,10,1,1,28,0.000000000976999925406119
2025,28297230,2,10,1,1,19,0.000000000974999969649559
2025,28120874,2,10,1,1,19,0.000000000975999947527839
2025,28194797,2,10,1,1,13,0.986676824974
2025,27845543,3,11,1,1,3903,0.988744802999
2025,27888904,3,11,1,1,2195,0.992676027998
2025,28042998,3,11,1,1,548,0.996181491997
2025,27949350,3,11,1,1,503,0.999999998996
2025,28047374,3,11,1,1,494,0.994816032995
2025,100783102,3,11,1,1,487,0.000000000993999993426087
2025,28009396,3,11,1,1,485,0.991659695991
2025,27875637,3,11,1,1,485,0.995856489992
2025,27839374,3,11,1,1,485,0.998312506993
2025,27877397,3,11,1,1,478,0.000000000988999993012385
2025,27944138,3,11,1,1,478,0.000000000989999970890665
2025,28102741,3,11,1,1,476,0.994251593988
2025,27772075,3,11,1,1,474,0.987967144986
2025,27957144,3,11,1,1,474,0.988553122987
2025,27765911,3,11,1,1,469,0.000000000984999970476963
2025,27817115,3,11,1,1,467,0.99415713298
2025,27780791,3,11,1,1,467,0.996045576981
2025,27995778,3,11,1,1,467,0.996172631982
2025,27813641,3,11,1,1,467,0.997166538983
2025,27982386,3,11,1,1,467,0.998192166984
2025,27921485,3,11,1,1,466,0.989133407979
2025,27755967,3,11,1,1,465,0.988503039977
2025,27994180,3,11,1,1,465,0.988853893978
2025,100784975,3,11,1,1,460,0.000000000974999969649559
2025,100222830,3,11,1,1,460,0.000000000975999947527839
2025,27945766,3,11,1,1,458,0.999999998974
2025,27863539,3,11,1,1,456,0.988028893973
2025,27869113,3,11,1,1,451,0.000000000971999924992417
2025,28031460,3,11,1,1,31,0.986676824971
2025,27979132,3,11,1,1,28,0.000000000969999969235857
2025,27821814,3,11,1,1,19,0.000000000968999991357578
2025,27835847,3,11,1,1,10,0.000000000965999946700435
2025,28075793,3,11,1,1,10,0.000000000966999924578715
2025,27762584,3,11,1,1,10,0.000000000968000013479298
2025,27676210,4,12,1,1,2093,0.987227241999
2025,27542610,4,12,1,1,2080,0.000000000998000015961509
2025,27678410,4,12,1,1,494,0.991395294997
2025,27635609,4,12,1,1,490,0.986092057996
2025,100779969,4,12,1,1,487,0.000000000994999971304367
2025,27700462,4,12,1,1,485,0.996110299992
2025,27636433,4,12,1,1,485,0.996529402993
2025,27693912,4,12,1,1,485,0.999999998994
2025,27737355,4,12,1,1,483,0.988742333991
2025,27719781,4,12,1,1,478,0.000000000989999970890665
2025,27622833,4,12,1,1,476,0.999999998989
2025,100783254,4,12,1,1,469,0.000000000988000015134105
2025,27649510,4,12,1,1,467,0.991265693986
2025,27590849,4,12,1,1,467,0.999999998987
2025,27645903,4,12,1,1,458,0.998431685985
2025,27750309,4,12,1,1,456,0.988190193983
2025,27706870,4,12,1,1,456,0.988195439984
2025,28268404,4,12,1,1,98,0.994413667982
2025,27670729,4,12,1,1,41,0.987172689981
2025,27672124,4,12,1,1,30,0.98540205498
2025,27743476,4,12,1,1,19,0.000000000978999992184981
2025,27529246,4,12,1,1,12,0.985402054978
2025,28549760,4,12,1,1,10,0.000000000976999925406119
2025,28454559,1,13,1,1,476,0.996341355998
2025,28477385,1,13,1,1,476,0.999999998999
2025,28434086,1,13,1,1,467,0.998798446997
2025,28504534,1,13,1,1,10,0.000000000995999949182647
2025,28324954,2,14,1,1,2185,0.990076661999
2025,28376290,2,14,1,1,487,0.000000000998000015961509
2025,28125725,2,14,1,1,485,0.994522403997
2025,28307617,2,14,1,1,478,0.000000000995999949182647
2025,28155094,2,14,1,1,467,0.991082794993
2025,28167483,2,14,1,1,467,0.995876461994
2025,28351034,2,14,1,1,467,0.999027299995
2025,28378975,2,14,1,1,458,0.990617413991
2025,28164843,2,14,1,1,458,0.996191602992
2025,28216265,2,14,1,1,296,0.99261128499
2025,28151933,2,14,1,1,98,0.997575155989
2025,28154085,2,14,1,1,22,0.986676824988
2025,28233274,2,14,1,1,14,0.987292084987
2025,28369608,2,14,1,1,10,0.000000000985999948355243
2025,28010487,3,15,1,1,494,0.996172631999
2025,100747867,3,15,1,1,487,0.000000000998000015961509
2025,28067166,3,15,1,1,485,0.994406161996
2025,27970849,3,15,1,1,485,0.994892571997
2025,27760187,3,15,1,1,478,0.000000000994999971304367
2025,27922142,3,15,1,1,476,0.993988455991
2025,28053682,3,15,1,1,476,0.995564944992
2025,28040919,3,15,1,1,476,0.995788826993
2025,27570574,3,15,1,1,476,0.999999998994
2025,28032006,3,15,1,1,474,0.98809533699
2025,28068661,3,15,1,1,467,0.992257163987
2025,28013667,3,15,1,1,467,0.993271033988
2025,28049271,3,15,1,1,467,0.993908234989
2025,27811396,3,15,1,1,460,0.000000000985999948355243
2025,28073924,3,15,1,1,458,0.996854959985
2025,100783200,3,15,1,1,451,0.000000000983999992598683
2025,27912576,3,15,1,1,314,0.997588435983
2025,27970100,3,15,1,1,305,0.997588435981
2025,27957694,3,15,1,1,305,0.998185084982
2025,27777176,3,15,1,1,37,0.000000000979999970063261
2025,27870913,3,15,1,1,28,0.000000000976999925406119
2025,27800824,3,15,1,1,28,0.000000000978000014306701
2025,27880381,3,15,1,1,28,0.000000000978999992184981
2025,28002983,3,15,1,1,10,0.000000000975999947527839
2025,27922660,3,15,1,1,5,0.987509261975
2025,27684104,4,16,1,1,490,0.986676824999
2025,28160005,4,16,1,1,485,0.994522403998
2025,100739407,4,16,1,1,478,0.000000000996999927060926
2025,27616722,4,16,1,1,296,0.999999998996
2025,27707078,4,16,1,1,37,0.000000000994999971304367
2025,27688460,4,16,1,1,30,0.985402054994
2025,28534729,1,17,1,1,2089,0.000000000998999993839789
2025,27815867,1,17,1,1,485,0.992986786997
2025,28458322,1,17,1,1,485,0.995747172998
2025,28485459,1,17,1,1,478,0.000000000995999949182647
2025,28466789,1,17,1,1,476,0.996819803994
2025,28438758,1,17,1,1,476,0.998708544995
2025,28421286,1,17,1,1,469,0.000000000991999926647225
2025,28493124,1,17,1,1,469,0.000000000993000015547807
2025,28461922,1,17,1,1,467,0.99125668599
2025,28522612,1,17,1,1,467,0.994820961991
2025,28468074,1,17,1,1,458,0.993934471989
2025,28423943,1,17,1,1,39,0.985402054988
2025,28542927,1,17,1,1,37,0.000000000986999926233523
2025,28497782,1,17,1,1,30,0.984635593986
2025,28519547,1,17,1,1,28,0.000000000984999970476963
2025,28483497,1,17,1,1,19,0.000000000983000014720403
2025,28463759,1,17,1,1,19,0.000000000983999992598683
2025,28544759,1,17,1,1,10,0.000000000981999925819821
2025,28241910,2,18,1,1,2177,0.994279685999
2025,28344463,2,18,1,1,2107,0.000000000998000015961509
2025,28127757,2,18,1,1,494,0.992520969997
2025,28345788,2,18,1,1,485,0.993192997995
2025,28271959,2,18,1,1,485,0.993562763996
2025,28269709,2,18,1,1,476,0.990698260993
2025,28346645,2,18,1,1,476,0.995644843994
2025,100782989,2,18,1,1,469,0.000000000991999926647225
2025,28128919,2,18,1,1,467,0.990836186986
2025,28162764,2,18,1,1,467,0.994535060987
2025,28128430,2,18,1,1,467,0.994773547988
2025,28216226,2,18,1,1,467,0.995290341989
2025,28152997,2,18,1,1,467,0.99707575499
2025,28285952,2,18,1,1,467,0.999046002991
2025,28245759,2,18,1,1,460,0.000000000984999970476963
2025,28121093,2,18,1,1,197,0.996520827984
2025,28125108,2,18,1,1,37,0.000000000983000014720403
2025,28263397,2,18,1,1,28,0.000000000981999925819821
2025,28359116,2,18,1,1,23,0.987586253981
2025,28209241,2,18,1,1,19,0.000000000976999925406119
2025,28142273,2,18,1,1,19,0.000000000978000014306701
2025,28233878,2,18,1,1,19,0.000000000978999992184981
2025,28157216,2,18,1,1,19,0.000000000979999970063261
2025,28153968,2,18,1,1,13,0.986676824975
2025,28162965,2,18,1,1,13,0.986676824976
2025,28372104,2,18,1,1,10,0.000000000971999924992417
2025,28296763,2,18,1,1,10,0.000000000973000013893
2025,28125092,2,18,1,1,10,0.000000000973999991771279
2025,27761057,3,19,1,1,3896,0.996803825999
2025,27879893,3,19,1,1,2195,0.998943029998
2025,27877424,3,19,1,1,548,0.997658667997
2025,27870688,3,19,1,1,494,0.997221909996
2025,27979241,3,19,1,1,485,0.991056723994
2025,27816067,3,19,1,1,485,0.997614495995
2025,27920367,3,19,1,1,478,0.000000000989999970890665
2025,27946991,3,19,1,1,478,0.000000000990999948768945
2025,100735981,3,19,1,1,478,0.000000000991999926647225
2025,100771374,3,19,1,1,478,0.000000000993000015547807
2025,28031272,3,19,1,1,476,0.995172531987
2025,27793955,3,19,1,1,476,0.998328628988
2025,27914401,3,19,1,1,476,0.999999998989
2025,27877574,3,19,1,1,474,0.988148511986
2025,28075040,3,19,1,1,469,0.000000000984999970476963
2025,27915404,3,19,1,1,467,0.992878169975
2025,27980419,3,19,1,1,467,0.993059525976
2025,28062212,3,19,1,1,467,0.995342396977
2025,28060320,3,19,1,1,467,0.996397514978
2025,28289760,3,19,1,1,467,0.996543295979
2025,27757686,3,19,1,1,467,0.99663707198
2025,27769424,3,19,1,1,467,0.996975515981
2025,27767285,3,19,1,1,467,0.997496183982
2025,27766552,3,19,1,1,467,0.997943137983
2025,28055284,3,19,1,1,467,0.999031999984
2025,27803603,3,19,1,1,466,0.989755623973
2025,27765003,3,19,1,1,466,0.989825401974
2025,28085589,3,19,1,1,465,0.988559300972
2025,100783441,3,19,1,1,460,0.000000000965999946700435
2025,27999316,3,19,1,1,460,0.000000000966999924578715
2025,28480148,3,19,1,1,460,0.000000000968000013479298
2025,100733602,3,19,1,1,460,0.000000000968999991357578
2025,41624281,3,19,1,1,460,0.000000000969999969235857
2025,28081418,3,19,1,1,460,0.000000000970999947114137
2025,27785025,3,19,1,1,458,0.991980181963
2025,27762218,3,19,1,1,458,0.992884387964
2025,27839187,3,19,1,1,458,0.999999998965
2025,100225090,3,19,1,1,451,0.000000000960999946286734
2025,100786572,3,19,1,1,451,0.000000000961999924165013
2025,27921460,3,19,1,1,305,0.99461575696
2025,28074036,3,19,1,1,296,0.991374882959
2025,27906001,3,19,1,1,46,0.000000000958000012651894
2025,27975642,3,19,1,1,39,0.985402054957
2025,28042032,3,19,1,1,32,0.986704486956
2025,27816205,3,19,1,1,31,0.986420809955
2025,28030388,3,19,1,1,30,0.985402054954
2025,27869323,3,19,1,1,14,0.986724906953
2025,27840869,3,19,1,1,10,0.00000000094899998970277
2025,28099460,3,19,1,1,10,0.00000000094999996758105
2025,27107440,3,19,1,1,10,0.00000000095099994545933
2025,27939655,3,19,1,1,10,0.00000000095199992333761
2025,27793632,3,19,1,1,3,0.985402054947
2025,27835411,3,19,1,1,3,0.985402054948
2025,28002799,3,19,1,1,1,0.000000000944999967167348
2025,27964756,3,19,1,1,1,0.000000000945999945045628
2025,27623855,4,20,1,1,3695,0.986947446999
2025,27752905,4,20,1,1,485,0.994612272997
2025,27568909,4,20,1,1,485,0.999999998998
2025,27669678,4,20,1,1,476,0.997148348994
2025,27707823,4,20,1,1,476,0.998524470995
2025,27571791,4,20,1,1,476,0.998959563996
2025,27700986,4,20,1,1,469,0.000000000991999926647225
2025,100744473,4,20,1,1,469,0.000000000993000015547807
2025,27637030,4,20,1,1,467,0.994533622991
2025,27655586,4,20,1,1,466,0.99045717999
2025,100777909,4,20,1,1,460,0.000000000988999993012385
2025,27717692,4,20,1,1,458,0.991321572987
2025,27674064,4,20,1,1,458,0.996098469988
2025,27516297,4,20,1,1,305,0.999999998986
2025,27732520,4,20,1,1,296,0.996176552984
2025,27631464,4,20,1,1,296,0.999999998985
2025,27636001,4,20,1,1,22,0.985560455983
2025,28462575,1,21,1,1,494,0.993510857997
2025,28496628,1,21,1,1,494,0.994669003998
2025,28446594,1,21,1,1,494,0.995336368999
2025,28472234,1,21,1,1,487,0.000000000995999949182647
2025,28421479,1,21,1,1,485,0.994248388995
2025,28560274,1,21,1,1,478,0.000000000993000015547807
2025,28418764,1,21,1,1,478,0.000000000993999993426087
2025,28416356,1,21,1,1,476,0.993571344991
2025,28433697,1,21,1,1,476,0.997429997992
2025,28472508,1,21,1,1,467,0.99380304599
2025,28399693,1,21,1,1,466,0.989585324989
2025,28420769,1,21,1,1,451,0.000000000988000015134105
2025,28530514,1,21,1,1,19,0.000000000986999926233523
2025,28121374,2,22,1,1,3905,0.998272222999
2025,28146891,2,22,1,1,3817,0.000000000998000015961509
